id,text,place.name,place.country
593901686441250817,"Time of death called: 20.47, 30 April 2015.  https://t.co/itwpGWLUHg",Hexham,United Kingdom
593901696939597825,"""Welcome to election 2015 ask Nigel Farage"" - this'll be fun #AskNigelFarage",Haverfordwest,United Kingdom
593901716866736128,"@andypiper if you don’t mind me asking, I am curious to know. Are you supporting UKIP or just fair representation ?",Islington,United Kingdom
593901720440299520,@BBC @UKIP who is that moronic communist presenting this debate with her left wing idiotic interjections!?,Portsmouth,United Kingdom
593901733513920513,Lady emails me for my views and gets angry that she does not want to know what UKIP thinks. OK...,Manchester,United Kingdom
593901874010562561,Cameron and Miliband are going to look like such tits when they realise they have to form a coalition to govern. #GE2015,Cambridge,United Kingdom
593901877114368001,Hope @UKIP don't kick out #lidl  and #aldi or we will all be visiting soup kitchens in #BlaenauGwent #affordability,Merthyr Tydfil,United Kingdom
593901883405766656,Seriously @agendaitv the Brand/Miliband interview was cringeworthy and damaging to both. Please @tombradby don't be sycophantic #TheAgenda,Kirkburton,United Kingdom
593901893421801473,@Nigel_Farage @UKIP  where's the cash coming from for your @NHSEngland investment promises? #fairytales,Paddington,United Kingdom
593901920923820032,"@JeSuisZionist Other alternative is the Tories, who have closed the Independent Living Fund for disabled people &amp; target most vulnerable.",London,United Kingdom
593901921385246721,@Zen_arcade_ @KillSwitchFish won't be enough &amp; basically nothing will pass without an SNP backing UNLESS we get a thrilling LabCon coalition,Dundee,United Kingdom
593901942381912065,"Nigel Farage makes some excellent points, Cameron and others only call him racist because he actually has an answer to immigration",Billingham,United Kingdom
593902068294901761,Why do Farage &amp; Cameron keep telling us they've used the NHS as if that gives them some unique insight? #bbcqt #ItsFarageTime,West Midlands,United Kingdom
593902088876335104,"@JohnnyRichards no. Why is his format different to milliband, cameron.",Margate,United Kingdom
593902251699240960,The SNP have just shown exactly that with their referendum,Hitchin,United Kingdom
593902276999249920,One week left a vote for #sinnfein is a vote for the Tory govt there's a better way and it's voting @markdurkan and #SDLP,Belfast,United Kingdom
593902293013110784,I managed to watch 2 minutes and 38 seconds of the Brand/Miliband interview...,Ealing,United Kingdom
593902311124148224,@kdugdalemsp U really r an idiot. SNP has CONSISTENTLY stated it will not oppose LAB Qu Sp. But after...? @free1_b @Ed_Miliband,East,United Kingdom
593902313644883968,@Leonuhhh they've been a tory paper for quite a while since their famous ditching of Labour during Blairdom xx,Margate,United Kingdom
593902320817143808,If you want poverty and no health care vote Tories I'd you want to save our NHS and better wages and peace of mind vote Labour on May 7th,Derby,United Kingdom
593902322159362048,"I know it's not really conducive to intellectual political debate, but: just fuck off Ed Miliband",Hammersmith,United Kingdom
593902326676594689,@AamerAnwar Ed just fell into David Cameron's trap. He's shown poor political judgment and allowed his enemy to get the better of him.,Annan,United Kingdom
593902456582594560,@Channel4News @0604Arb1320 @Ed_Miliband Peopleof Scotland and theUKTHIS MAN Milliband is aTraitor tothe WORKING CLASSareYouProudofHimEngland,Edinburgh,United Kingdom
593902497695150080,@PeteWishart do you think a deal has been done... Labour/Tory a coalition made in Hell...,Milngavie,United Kingdom
593902506595524608,@LydiaJane13 @potts93 I don't like him at all. One point I may add is that Nicola Sturgeon is equally as dangerous.,Garway,United Kingdom
593902639659769856,#snp,Glasgow,United Kingdom
593902644239929345,Can you imagine what it feels like to be David Miliband tonight #ohbrotherwhereartthou #wherewhereyouwhenEdkilledLabour,Glasgow,United Kingdom
593902647905771521,Ask Nigel Farage debate was........well,Leeds,United Kingdom
593902648258093057,Just unfollowed someone who claims Nigel Farage would make the UK an incredible place if he was given the chance.  Like hell would he!,Cardiff,United Kingdom
593902671662338048,@DavidWorsfold @LabourJack ed miliband?,Southend-on-Sea,United Kingdom
593902675294556160,"@JeSuisZionist I think you'll be surprised, if he wins. Or I'll kick myself... Can't do Tory, never could.",London,United Kingdom
593902676661903360,"polls high in SNP favour aren't great news for David Cameron.

THIS is the FANFUCKINGTASTIC news for David Cameron
https://t.co/WTJqKtY6LV",Dumfries,United Kingdom
593902689110503425,"1. #bbcqt
2. #AskNigelFarage
3. Miliband
4. #DoraAteTheMonkey
5. #FriendZoneMusicVideo

2015/4/30 23:19 BST #trndnl http://t.co/do7Hdxwcnc",London,United Kingdom
593902691476185088,I get the feeling that Jo Co doesn't care much for Farage #AskFarage,York,United Kingdom
593902826989944832,Mr Farage handled the questions pretty well. #AskNigelFarage,Rochdale,United Kingdom
593902991788351489,"The Lib Dems brought Tory policies to the UK in Govt with the Tories, but @UKLabour will work with them, &amp; not @theSNP . WHY ?
#Plaid15",Cardiff,United Kingdom
593903014769008640,@StephenHep21 Why wld SNP oppose LAB Qu Sp? It's mainly dressy bullshit.  Real politicks happens afterwards. @kdugdalemsp @Ed_Miliband,East,United Kingdom
593903026861187072,Was getting well into that Farage debate on bbc 😏,Chesterfield,United Kingdom
593903041507627009,Well I think that should of won @Ukip a lot more votes. #VoteUKIP #UKIP,Castleford,United Kingdom
593903042040303616,Audible gasps from the audience as Miliband refuses to accept Labour overspent. #ELECTION2015 #delusional #PFI #ClearAndPresentDanger,Birmingham,United Kingdom
593903044456271873,@casparfield @largeal69 @CarolineLucas 10% ahead. A vote for labour in Brighton Pavillion is a vote for the Tories,Brighton,United Kingdom
593903174970429441,"@:The Daily Mail: Lies, Damned Lies and misuse of statistics. The sequel https://t.co/GEVjpaN3CO via @Dis_PPL_Protest
""Tory Rag""",Penarth,United Kingdom
593903180305555459,"I watched 4 party leaders tonight
I think 3 are Liars
One was truthful
AND THAT MAN WAS NIGEL FARAGE
I WOULDN'T TRUST THE OTHERS WITH MY CAT",Nottingham,United Kingdom
593903183329624064,@LydiaJane13 @potts93 Farage is tinpot. UKIP won't have any influence at this election. Sadly SNP will.,Garway,United Kingdom
593903188408934400,The 'red' tories finally reveal themselves. What a plonker!  https://t.co/LtSVWBJTvb,Queensferry,United Kingdom
593903210768822273,http://t.co/5V7ERXEcUZ This is just the 4th I'm reading in 48hrs stating that #Tories have led us to economic disaster #GE2015 VOTE #SNP pls,Edinburgh,United Kingdom
593903212165537793,@GHmltn @MarkReckons Nick Clegg did well last night. Which is more than can be said of his party as a whole over the past few days.,Milton Keynes,United Kingdom
593903234772774912,@thefifer1314 @AlexCartwrightO @PD3V1NE @JimForScotland there using English saying they don't want lab snp i think Eng would like the help,Glasgow,United Kingdom
593903380214452225,I think its a bit wrong that Ukip weren't given a slot on #bbcqt as after watching him in Birmingham hes made his points better than Ed &amp; co,Sunderland,United Kingdom
593903390175952896,Great defence of the Union again from Miliband tonight. I hope he means it.,Portrush,United Kingdom
593903402750504960,"@SLATUKIP According to this UKIP candidate, all Africans are poor.  Also said, to a Jewish audience, Muslim schools promote intolarance.",London,United Kingdom
593903421624885248,"@AbysmiOs @stinkfisttt Les Mis is fucking great mane
And it's more than likely Tory now #GetWidDaTimesM8",Clifton,United Kingdom
593903554202640384,@LydiaJane13 @potts93 And that's dangerous for both Labour and Tory.,Garway,United Kingdom
593903570111500288,"Miliband exposed as a coward&amp;a liar
Blunkett admits Miliband MUST do a deal with Nicola Sturgeon's #SNP to gain power
http://t.co/vJWIbh9Wx6",Aspen,United States
593903586687451136,Anyone worried about Ed Milliband No Deal's message Don't worry SNP Labour would work on a vote 2 vote basis SNP don't want a deal #VoteSNP,Dumfries,United Kingdom
593903735488679936,"#Sales #Job: Retail Sales - Fragrance RSS Associate Tory Burch, Part Time: Torrance,... (#Torrance, CA) http://t.co/fZA3LtWqcj #makeup",Torrance,United States
593903754954579970,A cracking job!  😜👍 #UKIP #VoteUKIP2015 https://t.co/CmKtRA8NTb,Witney,United Kingdom
593903760608468994,"The economic genius that is Margaret Farrier has made it to the Daily Record.

http://t.co/7cvSJDKKib http://t.co/CHTsLlmsUi",Edinburgh,United Kingdom
593903763339026432,"@_a_y LOL, watch the swings &amp; what UKIP get there",Manchester,United Kingdom
593903764593102850,"@yoswansrock @AresePollard Sadly Farage would use that to further his argument ignoring fact that these are caring, capable people",Hallen,United Kingdom
593903786604756992,@potts93 @LydiaJane13 Sturgeon is frightening for the UK. Horrible woman.,Garway,United Kingdom
593903789377204226,Vote #ukip get #ukip  dont get drawn back into lib/lab/con by nonsense propaganda😯😯 feck the MSM smear machine,Aberdeen,United Kingdom
593903921518800897,"@jallison31 quite a few are, some I know personally. Evidenced in the polling figures for SNP vote. No voters must be turning to them.",Carluke,United Kingdom
593903973280657409,"Noted none of local lab folk backing up #miliband's ""we didn't spend too much"", well they have been pro austerity here in mcr too. #Makeit15",Manchester,United Kingdom
593903975939846146,"My brother in law Calum Kerr, looking very happy with Scottish Prime Minister, Nicola Sturgeon http://t.co/K3ej0prxZ5",Scotland,United Kingdom
593903980264214528,@sunny_hundal Milliband hasn't good enough hand to bluff SNP. It will call shots no matter what is said to con the English @maggivaughan,East,United Kingdom
593904119515086848,Where will #UKIP get its funding from if it can't claim expenses from the European Parliament any more? #AskNigelFarage,Leeds,United Kingdom
593904126637035521,UKIP UKIP UKIP UKIP UKIP way to go good debate @Nigel_Farage or should I say great,Shorn Hill,United Kingdom
593904158325022720,"“@AnthonyRog89 @ian_beckett @DailyMirror Cameron won, Clegg a close second while Miliband was a joke”

Meanwhile, back in the real world ...",East,United Kingdom
593904163156799488,@scotnotbritt @JonathanPlaid Miliband is turning out to be a disaster for Labour!,Auburn,United States
593904360574349314,For the avoidance of doubt the party with the largest no of seats doors NOT get first dibs. Clegg being mischievous there.,Worcester,United Kingdom
593904483572264960,GE2015 #Debates: Incredulous that #EMili ruled out any deal whatsoever with #SNP therefore almost certainly ruling out Labour in govt in May,Yorkshire and The Humber,United Kingdom
593904511653179392,Nigel Farage is wrong on the German smoking laws. It varies from Bundesland to Bundesland. Some have smoking rooms most don't.,Glasgow,United Kingdom
593904542846156800,"We have to just accept that Labour cannot say that they would share power with SNP and keep Tories out etc.

They would lose votes.",Edinburgh,United Kingdom
593904703760670722,@k4myg it's a shame that too many of my Oldhamers vote by tradition. If only they could see Ed Miliband's candidate is awful.,Oldham,United Kingdom
593904720600801280,@55krissi55 @catchafire777 That's why he voted for £30bn of Tory cuts &amp; Balls said won't change any of Osborne's budget...,Thornliebank,United Kingdom
593904722169491458,"Tonight on #bbcqt Ed Miliband disenfranchised 5M Scots voters and gave SNP a mandate for a second #indyref 

*Slow Claps the Establishment*",Glasgow,United Kingdom
593904730805563394,"Has Nige mentioned this to you @DavidCoburnUKip, @Casumptious? #UkipLosers https://t.co/liDRjsqlAW",North West,United Kingdom
593904888897241089,Ed Miliband is a fucking sket,Aberdeen,United Kingdom
593904937605693440,Decided to call my first born Victoria 1) to honour Vicky P and sociology and 2) So I can call it Tory,Leeds,United Kingdom
593905080304275456,"@ChrisPDucks A school in workingtom voted 136 Labour, 103 Conservatives and 102 UKIP! Unbelievable how close that was!",Stainburn,United Kingdom
593905092421627905,Has someone told Ed Miliband? Haha https://t.co/mWnlKXKGzC,Inverness,United Kingdom
593905097572233217,"Post-event question: of the four #Conservative #Labour #LibDems #UKIP leaders, how many will still be in place by 15th May? #GE2015",Leeds,United Kingdom
593905109299507201,"@JimForScotland are you an idiot Jim , it's not the SNP who  Milliband  is turning his back on it is the Scottish people , labour no more",Haddington,United Kingdom
593905275846926336,He's doing well on the top gear audition to be fair...racism ☑️ homophobia ☑️ bullshit ☑️ waiting for the prostitute joke! #Farage,Pontypool,United Kingdom
593905279516942336,I laughed so hard at this I got snot everywhere! #ukip @Trumpton_UKIP @WomenDefyUKIP  https://t.co/leTiLHYaZy,North West,United Kingdom
593905299980976128,I look forward with eager enthusiasm to #Nigel_Farage taking his seat in Westminster. The place with come alive and will breath sense #UKIP,Rampside,United Kingdom
593905320042352640,My phone charger is more fucked up than ukip,Cardiff,United Kingdom
593905320285601792,I'm sure the bbc were playing spot the kipper. 25% were supporting UKIP but most questions came from people having a pop. #NotImpressed,Stockton-on-Tees,United Kingdom
593905341240352768,Jolyon Rubinstein can't stand the over privileged wanker trying to be all working class when he's posher than David Cameron #bbctw,South East,United Kingdom
593905481543979008,The taxi driver in football factory reminds me of Nigel Farage. Waffling racist cunt!,Coventry,United Kingdom
593905485771874304,"May 7th Scotland returns 59 @theSNP MP's, May 8th Milliband resigns, May 9th #UDI . Bring it on.",Edinburgh,United Kingdom
593905514024697856,@MikeAR_ @UKIP4Swaffham  no I hate Tories but you vote on principles not tactical. If you have to your party is wrong. By the way hate truss,Newburn,United Kingdom
593905520014131200,@EmmaMBearman 1 in 9 voters will vote UKIP and get nothing. They probably all voted to keep the broken system. They'll change their minds.,Birmingham,United Kingdom
593905520689455104,Oh god UKIP accounts are retweeting me this was NOT meant to happen,Bexley,United Kingdom
593905525911334913,That's it. It's essentially over for Miliband.,Auburn,United States
593905534169915393,@Nigel_Farage why are you such a moronic immigrant hating hypocrite? Also please take your ex Tory chums and backers and do one.,Merthyr Tydfil,United Kingdom
593905677585768449,Milliband:Vote Labour get Tory. Prefers Tories to working with socialists. We won't forget this @Alun_Pugh @mumphtoons @LeanneWood #ShameOnU,Caernarfon,United Kingdom
593905683088711681,#generalelection lets see what this silly woman has to say for herself #SNP get back over the wall,North West,United Kingdom
593905684527357953,I fear a middle-aged tory and a middle-aged are about to tell a young adult that he's wrong about young adults *yawn* #bbctw,Manchester,United Kingdom
593905699287076864,I really do wish Ed Miliband would stop beginning each sentence with the phrase 'I'm just gunna say this...' #QuestionTime,Flamstead,United Kingdom
593905725296005120,@David_Wilson_80 @JamieRoss7 You think the SNP would side with the Tories?,Leeds,United Kingdom
593905777846427648,@TimBarber81 UKIP have had such a hammering in the media &amp; Joe Public making fun it's hard to imagine anyone at all giving them a thought.,Castleford,United Kingdom
593905915792793601,I fear a middle-aged tory and a middle-aged labour man are about to tell a young adult that he's wrong about young adults *yawn* #bbctw,Manchester,United Kingdom
593905937871667201,"@wings So if Labour get the most votes with a small minority, Ed Milliband wont phone Nicola? Grand coalition or Dave you keep the job?",Ayr,United Kingdom
593905942296690689,"@Mabbutt01 @XxPLWxX @avantiproperty based on what logic? Farage is no different to Cameron, he's even a Margaret thatcher lover",Merthyr Tydfil,United Kingdom
593906100946268160,"Much as I can't stand UKIP, the fact they've backed a candidate who's served a jail sentence shouldn't even be news.",Muirhead,United Kingdom
593906188372287489,Tell you what Farage is holding his own here .,Shotton,United Kingdom
593906199130681345,@UKIP good stuff @Nigel_Farage 📝VOTE UKIP,Penycae,United Kingdom
593906330181722112,Looks like my Labour/SNP prediction is off the cards eh @Fraser_92 @marcmcardle1,Glasgow,United Kingdom
593906372510674947,"@wendzonline  Thanks, feel in despair - tories will win though - as Labour spent too much on the poor. And the NHS will die.",Brighton,United Kingdom
593906433906876417,@hopenothate @QuietNotStupid @JohnBickleyUKIP you need to read the following tweets before retweeting what you believe is a UKIP expose',Woking,United Kingdom
593906475426324480,"@dukesy12 @AlbaView Vote Conservative for a life. Vote Labour and I still believe this means Sturgeon, for a life sentence.",Hellesdon,United Kingdom
593906628723892224,"Jolyon Rubinstein tries to deny he has a far left agenda lol, it's like Miliband trying to deny they spent too much in govt #bbctw",South East,United Kingdom
593906656615903232,Vote ukip . Fuck it,Frampton on Severn,United Kingdom
593906658314690560,@55krissi55 @chunkymark @MoanWhingeMoan @NicolaSturgeon @Ed_Miliband SNP is far to the left of Labour party. Hence Red Tories Out!,Thornliebank,United Kingdom
593906669194739712,#UKIP #CAPSLOCK https://t.co/tQt4ibfWC9,North West,United Kingdom
593906669849042945,"@BBCwaste @1markconway they got a bunch of thick leftist loons , which Farage's eats for breakfast every day. The @bbc are an embarrassment",Woking,United Kingdom
593906691307102209,"Lab OR Tory Gov, LARGE number of SNP MPs will be powerful at WM. Nothing important will pass without SNP support. http://t.co/s9RLZQv6i0",East,United Kingdom
593906860874432512,10 out of 10 for effort - Ukip candidate waves at motorists for 13 hours a day http://t.co/PwJF45gRPI,Birmingham,United Kingdom
593906867761459200,"@_Mozza_ @DouglasDaniel Still, they fell for publishing the ""Sturgeon as wheeled cyborg terminator, including bionic exhaust-port eye"" pic.",Scotland,United Kingdom
593907131583172609,A don't get how someone can be Scottish and not support SNP,Troon,United Kingdom
593907155876618240,@BuzzFeedUKPol You are in for a rude awakening. The Tories will use you. You will fail and they will spit you out #Fool,London,United Kingdom
593907160574205954,@eddiemurphy4pcc: Trident not a deterrent or independent @bbcthisweek says ex Tory MP @ASLEFunion @CNDuk @LabourCND @UKLabour @Richard4Park,Peterborough,United Kingdom
593907317827117056,"@CasparQC Not real Tory tweets, they are mainly auto-generated by @grantshapps and his expensive software.",Burgess Hill,United Kingdom
593907322315010048,"All Miliband, Cameron &amp; Clegg have succeeded in doing tonight is reaffirm why #voteSNP is the only way Scottish interests will be protected.",Glasgow,United Kingdom
593907324345032704,SLab politicians at pains to try to spin Miliband's no deal statement.  It's all #snp bad  - They're bringing down their Gov!  Embarrassing!,Moore,United Kingdom
593907351138238464,Watching the ukip debate. Nigel can sure talk,Chirk,United Kingdom
593907376253710337,@Fraser_92 @marcmcardle1 I think he's gifted the Tories a victory with those comments tonight. Who's gonna have enough seats to work with La,Glasgow,United Kingdom
593907570097651712,"""If you have a criminal record you can't go to Australia... Which is rather different to their historical past""  Farage is brilliant 😂😂",Church Village,United Kingdom
593907570651361280,@CasparQC I've just tweeted a Vince Cable piece from the Independent. Gets no more LibDem than that.,Burgess Hill,United Kingdom
593907603471740928,say no #UKIP http://t.co/8QiX7ZpJoN,Worcester,United Kingdom
593907621167570944,@BBCPolitics Marginally more honest than the tory scum is all ...,North West,United Kingdom
593907634920652800,is David Cameron trending lol . what a loser . #votelabour,Louth,United Kingdom
593907642063527936,@bbcthisweek @afneil Michael Portillo's hidden tory face increasingly cracking as he tries 2 suggest tory austerity was actually Keynes like,Thornliebank,United Kingdom
593907663609667584,.@afneil sums up David Cameron nearly perfectly. A fraud would have been the perfect way to sum the shyster up. #thisweek,Hounslow,United Kingdom
593907670173806592,@Mabbutt01 @XxPLWxX @avantiproperty who did farage used to be an mp for? Who finds UKIP? Oh that's right Tories.,Merthyr Tydfil,United Kingdom
593907679850078208,Perfectly summed up @Bonn1eGreer #shyster #GE2015  https://t.co/ZFiQzY9DMr,Sale,United Kingdom
593907847580221440,"Merkel à Cameron sur les coalitions déséquilibrées ; ""les petits partis se font toujours écraser""  LibDems-Tories / FDP-CDU / et l' UMP-UDI?",Le Mans,France
593907849073405953,@TonksterUKIP @woodside2010 @Nigel_Farage I've been awoken by UKIP; would love to see Nigel take South thanet and see him keep them honest!,Shanklin,United Kingdom
593907861484363777,@HuffPostUKPol @theJeremyVine The one who dealt with them in the most straightforward &amp; direct way was Clegg. For many he emerged stronger.,Penzance,United Kingdom
593907886759276547,"What's wrong with Ed Milliband's face? Does he have a medical problem he's hiding?
#bbcqt http://t.co/2RPxVGQrvu",Ohio,United States
593907918233325568,When Miliband says 'let me answer that directly' or 'and I'll tell you why' then waffles about the cost of living... #GrindsMyGears #bbcqt,Todmorden,United Kingdom
593907938965778434,@RichardCann76 Oh God sol. please wake up and realise the Tories are using you as a #Token before its too late. #CameronNeutralisesCelebs,London,United Kingdom
593907954048507904,"Just watched Nigel Farage talk for thirty minutes in front of mainly hostile audience. The man is superb, and talks common-sense. #fb",Lancaster,United Kingdom
593907984549486592,@bhaynes190 @Carra23 well as he works for Murdoch why would he back Miliband?,Macclesfield,United Kingdom
593908129420705792,Miliband being cooked on the last Labour govts (over)spending #LiarLiar #Awkward #bbcqt,London,United Kingdom
593908168591331329,@Fraser_92 @marcmcardle1 He's in a corner now. They won't win outright. If he does now do business with SNP he'll look utterly ridiculous,Glasgow,United Kingdom
593908177739063296,More lies from @NicolaSturgeon claiming this election not about #indyref. She wants TORY win as that will help further #indyref campaign,Catshill,United Kingdom
593908235750473728,@Ed_Miliband  #tories borrowed more in 5yrs than labour did in 13yrs #bbcqt,Louth,United Kingdom
593908476822204416,AM-News : Nigel Farage claims Britain is 'incapable' of treating HIV because of immigrants: Nigel Farage has… http://t.co/F9T30QB1Oc,Miami,United States
593908494077669377,"Watching This Week, it is clear that our Southern neighbours are not as clued up as in Scotland. But hey they have crap choices . #snp",Scotland,United Kingdom
593908496980148224,@nataliemcgarry @GlasgowInterest  this is just a desperate Labour smear  its the 2012 Council Count  SNP result is what's being cheered,Glasgow,United Kingdom
593908700387090433,"To The #NatCopter
#NatForceOne #GetToTheChoppa #SNP http://t.co/k0Wui3nCSh",Bridge of Earn,United Kingdom
593908707961995265,@CharlotteAdria @MairLM @del_sharpe vote UKIP,Cricklade,United Kingdom
593908725661990912,@JimForScotland You really are a stupid prat. Your boss just indicated he would rather be in bed with the Tories. Hang your head in shame!,Thornliebank,United Kingdom
593908757912023040,"I enjoyed Nigel Farage tonight, answering questions 'posed' by a studio audience! He was on 'top form'! ""SUPERB KNOWLEDGE"" and for ""HONESTY""",Preston,United Kingdom
